IDCREDITO,Duracao,HISTORICO,PROPOSITO,Valor,INVESTIMENTOS,EMPREGO,TempoParcelamento,ESTADOCIVIL,FIADOR,ResidenciaDesde,Idade,OUTROSFINANCIAMENTOS,HABITACAO,EmprestimoExistente,PROFISSAO,Dependentes,SocioEmpresa,Estrangeiro,Status
566,24,Atrasos anteriores,reforma,1553,100<=X<500,4<=X<7,3,feminino div/dep/cas,nao,2,23,nenhum,alugada,2,qualificado,1,1,0,1
567,12,existentes/pagos,veiculo novo,1372,"<100
",4<=X<7,2,maculino div/dep,nao,3,36,nenhum,proria,1,qualificado,1,0,0,0
568,24,Critico-outros creditos,reforma,2578,>=1000,>=7,2,masculino solteiro,nao,2,34,nenhum,proria,1,qualificado,1,0,0,1
569,48,existentes/pagos,reforma,3979,"Desconhecido
",4<=X<7,4,masculino solteiro,nao,1,41,nenhum,proria,2,qualificado,2,1,0,1
570,48,existentes/pagos,reforma,6758,"<100
",1<=X<4,3,feminino div/dep/cas,nao,2,31,nenhum,proria,1,qualificado,1,1,0,0
571,24,existentes/pagos,moveis,3234,"<100
",<1,4,feminino div/dep/cas,nao,4,23,nenhum,alugada,1,nao qualificado,1,1,0,0
572,30,Critico-outros creditos,reforma,5954,"<100
",4<=X<7,3,masculino solteiro,co requerente,2,38,nenhum,proria,1,qualificado,1,0,0,1
573,24,existentes/pagos,veiculo usado,5433,"Desconhecido
",Desempregado,2,feminino div/dep/cas,nao,4,26,nenhum,alugada,1,altamente qualificado/empresario,1,1,0,1
574,15,existentes/pagos,abrir negocio,806,"<100
",1<=X<4,4,feminino div/dep/cas,nao,4,22,nenhum,proria,1,nao qualificado,1,0,0,1
575,9,existentes/pagos,reforma,1082,"<100
",>=7,4,masculino solteiro,nao,4,27,nenhum,proria,2,nao qualificado,1,0,0,1
576,15,Critico-outros creditos,moveis,2788,"<100
",4<=X<7,2,feminino div/dep/cas,co requerente,3,24,banco,proria,2,qualificado,1,0,0,1
577,12,existentes/pagos,reforma,2930,"<100
",4<=X<7,2,feminino div/dep/cas,nao,1,27,nenhum,proria,1,qualificado,1,0,0,1
578,24,Critico-outros creditos,educacao,1927,"Desconhecido
",1<=X<4,3,feminino div/dep/cas,nao,2,33,nenhum,proria,2,qualificado,1,1,0,1
579,36,Critico-outros creditos,veiculo novo,2820,"<100
",<1,4,maculino div/dep,nao,4,27,nenhum,proria,2,qualificado,1,0,0,0
580,24,existentes/pagos,qualificacao,937,"<100
",<1,4,masculino cas/viu,nao,3,27,nenhum,proria,2,nao qualificado,1,0,0,1
581,18,Critico-outros creditos,veiculo novo,1056,"<100
",>=7,3,masculino solteiro,sim,3,30,banco,proria,2,qualificado,1,0,0,0
582,12,Critico-outros creditos,veiculo novo,3124,"<100
",<1,1,masculino solteiro,nao,3,49,banco,proria,2,nao qualificado,2,0,0,1
583,9,existentes/pagos,moveis,1388,"<100
",1<=X<4,4,feminino div/dep/cas,nao,2,26,nenhum,alugada,1,qualificado,1,0,0,1
584,36,existentes/pagos,reforma casa,2384,"<100
",<1,4,masculino solteiro,nao,1,33,nenhum,alugada,1,nao qualificado,1,0,0,0
585,12,existentes/pagos,veiculo novo,2133,"Desconhecido
",>=7,4,feminino div/dep/cas,nao,4,52,nenhum,de graca,1,altamente qualificado/empresario,1,1,0,1
586,18,existentes/pagos,moveis,2039,"<100
",1<=X<4,1,feminino div/dep/cas,nao,4,20,banco,alugada,1,qualificado,1,0,0,0
587,9,Critico-outros creditos,veiculo novo,2799,"<100
",1<=X<4,2,masculino solteiro,nao,2,36,nenhum,alugada,2,qualificado,2,0,0,1
588,12,existentes/pagos,moveis,1289,"<100
",1<=X<4,4,masculino solteiro,sim,1,21,nenhum,proria,1,nao qualificado,1,0,0,1
589,18,existentes/pagos,quitar divida,1217,"<100
",1<=X<4,4,masculino cas/viu,nao,3,47,nenhum,proria,1,nao qualificado,1,1,0,0
590,12,Critico-outros creditos,moveis,2246,"<100
",>=7,3,masculino solteiro,nao,3,60,nenhum,proria,2,qualificado,1,0,0,0
591,12,Critico-outros creditos,reforma,385,"<100
",4<=X<7,4,feminino div/dep/cas,nao,3,58,nenhum,proria,4,nao qualificado,1,1,0,1
592,24,Atrasos anteriores,veiculo novo,1965,"Desconhecido
",1<=X<4,4,feminino div/dep/cas,nao,4,42,nenhum,alugada,2,qualificado,1,1,0,1
593,21,existentes/pagos,abrir negocio,1572,>=1000,>=7,4,feminino div/dep/cas,nao,4,36,banco,proria,1,nao qualificado,1,0,0,1
594,24,existentes/pagos,veiculo novo,2718,"<100
",1<=X<4,3,feminino div/dep/cas,nao,4,20,nenhum,alugada,1,nao qualificado,1,1,0,0
595,24,todos pagos,outros,1358,"Desconhecido
",>=7,4,masculino solteiro,nao,3,40,loja,proria,1,altamente qualificado/empresario,1,1,0,0
596,6,todos pagos,veiculo novo,931,100<=X<500,<1,1,feminino div/dep/cas,nao,1,32,loja,proria,1,nao qualificado,1,0,0,0
597,24,existentes/pagos,veiculo novo,1442,"<100
",4<=X<7,4,feminino div/dep/cas,nao,4,23,nenhum,alugada,2,qualificado,1,0,0,0
598,24,sem creditos/todos pagos,abrir negocio,4241,"<100
",1<=X<4,1,masculino solteiro,nao,4,36,nenhum,proria,3,nao qualificado,1,1,0,0
599,18,Critico-outros creditos,veiculo novo,2775,"<100
",4<=X<7,2,masculino solteiro,nao,2,31,banco,proria,2,qualificado,1,0,0,0
600,24,Atrasos anteriores,abrir negocio,3863,"<100
",1<=X<4,1,masculino solteiro,nao,2,32,nenhum,de graca,1,qualificado,1,0,0,1
601,7,existentes/pagos,reforma,2329,"<100
",<1,1,feminino div/dep/cas,sim,1,45,nenhum,proria,1,qualificado,1,0,0,1
602,9,existentes/pagos,moveis,918,"<100
",1<=X<4,4,feminino div/dep/cas,nao,1,30,nenhum,proria,1,qualificado,1,0,0,0
603,24,todos pagos,educacao,1837,"<100
",4<=X<7,4,feminino div/dep/cas,nao,4,34,banco,de graca,1,nao qualificado,1,0,0,0
604,36,existentes/pagos,moveis,3349,"<100
",1<=X<4,4,feminino div/dep/cas,nao,2,28,nenhum,proria,1,altamente qualificado/empresario,1,1,0,0
605,10,existentes/pagos,moveis,1275,"<100
",<1,4,feminino div/dep/cas,nao,2,23,nenhum,proria,1,qualificado,1,0,0,1
606,24,todos pagos,moveis,2828,500<=X<1000,1<=X<4,4,masculino solteiro,nao,4,22,loja,proria,1,qualificado,1,1,0,1
607,24,Critico-outros creditos,abrir negocio,4526,"<100
",1<=X<4,3,masculino solteiro,nao,2,74,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
608,36,existentes/pagos,reforma,2671,100<=X<500,1<=X<4,4,feminino div/dep/cas,co requerente,4,50,nenhum,de graca,1,qualificado,1,0,0,0
609,18,existentes/pagos,reforma,2051,"<100
",<1,4,masculino solteiro,nao,1,33,nenhum,proria,1,qualificado,1,0,0,1
610,15,existentes/pagos,veiculo usado,1300,"Desconhecido
",>=7,4,masculino solteiro,nao,4,45,banco,de graca,1,qualificado,2,0,0,1
611,12,existentes/pagos,quitar divida,741,100<=X<500,Desempregado,4,feminino div/dep/cas,nao,3,22,nenhum,proria,1,qualificado,1,0,0,0
612,10,existentes/pagos,veiculo novo,1240,100<=X<500,>=7,1,feminino div/dep/cas,nao,4,48,nenhum,de graca,1,nao qualificado,2,0,0,0
613,21,existentes/pagos,reforma,3357,>=1000,<1,4,feminino div/dep/cas,nao,2,29,banco,proria,1,qualificado,1,0,0,1
614,24,todos pagos,veiculo usado,3632,"<100
",1<=X<4,1,feminino div/dep/cas,sim,4,22,banco,alugada,1,qualificado,1,0,1,1
615,18,Atrasos anteriores,moveis,1808,"<100
",4<=X<7,4,feminino div/dep/cas,nao,1,22,nenhum,proria,1,qualificado,1,0,0,0
616,48,sem creditos/todos pagos,abrir negocio,12204,"Desconhecido
",1<=X<4,2,masculino solteiro,nao,2,48,banco,proria,1,altamente qualificado/empresario,1,1,0,1
617,60,Atrasos anteriores,reforma,9157,"Desconhecido
",1<=X<4,2,masculino solteiro,nao,2,27,nenhum,de graca,1,altamente qualificado/empresario,1,0,0,1
618,6,Critico-outros creditos,veiculo novo,3676,"<100
",1<=X<4,1,masculino solteiro,nao,3,37,nenhum,alugada,3,qualificado,2,0,0,1
619,30,existentes/pagos,moveis,3441,100<=X<500,1<=X<4,2,feminino div/dep/cas,co requerente,4,21,nenhum,alugada,1,qualificado,1,0,0,0
620,12,existentes/pagos,veiculo novo,640,"<100
",1<=X<4,4,maculino div/dep,nao,2,49,nenhum,proria,1,nao qualificado,1,0,0,1
621,21,Critico-outros creditos,abrir negocio,3652,"<100
",4<=X<7,2,masculino solteiro,nao,3,27,nenhum,proria,2,qualificado,1,0,0,1
622,18,Critico-outros creditos,veiculo novo,1530,"<100
",1<=X<4,3,masculino solteiro,nao,2,32,banco,proria,2,qualificado,1,0,0,0
623,48,existentes/pagos,abrir negocio,3914,"Desconhecido
",1<=X<4,4,maculino div/dep,nao,2,38,banco,proria,1,qualificado,1,0,0,0
624,12,existentes/pagos,moveis,1858,"<100
",<1,4,feminino div/dep/cas,nao,1,22,nenhum,alugada,1,qualificado,1,0,0,1
625,18,existentes/pagos,reforma,2600,"<100
",1<=X<4,4,masculino solteiro,nao,4,65,nenhum,de graca,2,qualificado,1,0,0,0
626,15,existentes/pagos,reforma,1979,"Desconhecido
",>=7,4,masculino solteiro,nao,2,35,nenhum,proria,1,qualificado,1,0,0,1
627,6,existentes/pagos,moveis,2116,"<100
",1<=X<4,2,masculino solteiro,nao,2,41,nenhum,proria,1,qualificado,1,1,0,1
628,9,todos pagos,veiculo novo,1437,100<=X<500,4<=X<7,2,masculino solteiro,nao,3,29,nenhum,proria,1,qualificado,1,0,0,0
629,42,Critico-outros creditos,moveis,4042,500<=X<1000,1<=X<4,4,masculino solteiro,nao,4,36,nenhum,proria,2,qualificado,1,1,0,1
630,9,existentes/pagos,educacao,3832,"Desconhecido
",>=7,1,masculino solteiro,nao,4,64,nenhum,proria,1,nao qualificado,1,0,0,1
631,24,existentes/pagos,reforma,3660,"<100
",1<=X<4,2,feminino div/dep/cas,nao,4,28,nenhum,proria,1,qualificado,1,0,0,1
632,18,todos pagos,moveis,1553,"<100
",1<=X<4,4,masculino solteiro,nao,3,44,banco,proria,1,qualificado,1,0,0,0
633,15,existentes/pagos,reforma,1444,"Desconhecido
",<1,4,masculino solteiro,nao,1,23,nenhum,proria,1,qualificado,1,0,0,1
634,9,existentes/pagos,moveis,1980,"<100
",<1,2,feminino div/dep/cas,co requerente,2,19,nenhum,alugada,2,qualificado,1,0,0,0
635,24,existentes/pagos,veiculo novo,1355,"<100
",<1,3,feminino div/dep/cas,nao,4,25,nenhum,proria,1,nao qualificado,1,1,0,0
636,12,existentes/pagos,educacao,1393,"<100
",>=7,4,masculino solteiro,nao,4,47,banco,proria,3,qualificado,2,1,0,1
637,24,existentes/pagos,reforma,1376,500<=X<1000,4<=X<7,4,feminino div/dep/cas,nao,1,28,nenhum,proria,1,qualificado,1,0,0,1
638,60,Atrasos anteriores,reforma,15653,"<100
",4<=X<7,2,masculino solteiro,nao,4,21,nenhum,proria,2,qualificado,1,1,0,1
639,12,existentes/pagos,reforma,1493,"<100
",<1,4,feminino div/dep/cas,nao,3,34,nenhum,proria,1,qualificado,2,0,0,1
640,42,Atrasos anteriores,reforma,4370,"<100
",4<=X<7,3,masculino solteiro,nao,2,26,banco,proria,2,qualificado,2,1,0,0
641,18,existentes/pagos,educacao,750,"<100
",Desempregado,4,feminino div/dep/cas,nao,1,27,nenhum,proria,1,desempregado,1,0,0,0
642,15,existentes/pagos,reforma casa,1308,"<100
",>=7,4,masculino solteiro,nao,4,38,nenhum,proria,2,nao qualificado,1,0,0,1
643,15,existentes/pagos,educacao,4623,100<=X<500,1<=X<4,3,masculino solteiro,nao,2,40,nenhum,proria,1,altamente qualificado/empresario,1,1,0,0
644,24,Critico-outros creditos,reforma,1851,"<100
",4<=X<7,4,masculino cas/viu,sim,2,33,nenhum,proria,2,qualificado,1,1,0,1
645,18,Critico-outros creditos,reforma,1880,"<100
",4<=X<7,4,masculino cas/viu,nao,1,32,nenhum,proria,2,altamente qualificado/empresario,1,1,0,1
646,36,Atrasos anteriores,abrir negocio,7980,"Desconhecido
",<1,4,masculino solteiro,nao,4,27,nenhum,alugada,2,qualificado,1,1,0,0
647,30,sem creditos/todos pagos,moveis,4583,"<100
",1<=X<4,2,maculino div/dep,sim,2,32,nenhum,proria,2,qualificado,1,0,0,1
648,12,existentes/pagos,veiculo novo,1386,500<=X<1000,1<=X<4,2,feminino div/dep/cas,nao,2,26,nenhum,proria,1,qualificado,1,0,0,0
649,24,existentes/pagos,veiculo novo,947,"<100
",4<=X<7,4,masculino solteiro,nao,3,38,banco,de graca,1,qualificado,2,0,0,0
651,48,existentes/pagos,educacao,7476,"<100
",4<=X<7,4,masculino solteiro,nao,1,50,nenhum,de graca,1,altamente qualificado/empresario,1,1,0,1
652,12,existentes/pagos,moveis,1922,"<100
",1<=X<4,4,masculino solteiro,nao,2,37,nenhum,proria,1,nao qualificado,1,0,0,0
653,24,existentes/pagos,veiculo novo,2303,"<100
",>=7,4,masculino solteiro,co requerente,1,45,nenhum,proria,1,qualificado,1,0,0,0
654,36,Atrasos anteriores,veiculo novo,8086,100<=X<500,>=7,2,masculino solteiro,nao,4,42,nenhum,proria,4,altamente qualificado/empresario,1,1,0,0
655,24,Critico-outros creditos,veiculo usado,2346,"<100
",4<=X<7,4,masculino solteiro,nao,3,35,nenhum,proria,2,qualificado,1,1,0,1
656,14,existentes/pagos,veiculo novo,3973,"<100
",Desempregado,1,masculino solteiro,nao,4,22,nenhum,de graca,1,qualificado,1,0,0,1
657,12,existentes/pagos,veiculo novo,888,"<100
",>=7,4,masculino solteiro,nao,4,41,banco,proria,1,nao qualificado,2,0,0,0
658,48,existentes/pagos,reforma,10222,"Desconhecido
",4<=X<7,4,masculino solteiro,nao,3,37,loja,proria,1,qualificado,1,1,0,1
659,30,sem creditos/todos pagos,abrir negocio,4221,"<100
",1<=X<4,2,feminino div/dep/cas,nao,1,28,nenhum,proria,2,qualificado,1,0,0,1
660,18,Critico-outros creditos,moveis,6361,"<100
",>=7,2,masculino solteiro,nao,1,41,nenhum,proria,1,qualificado,1,1,0,1
661,12,existentes/pagos,reforma,1297,"<100
",1<=X<4,3,masculino cas/viu,nao,4,23,nenhum,alugada,1,qualificado,1,0,0,1
662,12,existentes/pagos,veiculo novo,900,"Desconhecido
",1<=X<4,4,masculino cas/viu,nao,2,23,nenhum,proria,1,qualificado,1,0,0,0
663,21,existentes/pagos,moveis,2241,"<100
",>=7,4,masculino solteiro,nao,2,50,nenhum,proria,2,qualificado,1,0,0,1
664,6,Atrasos anteriores,moveis,1050,"<100
",Desempregado,4,masculino solteiro,nao,1,35,loja,proria,2,altamente qualificado/empresario,1,1,0,1
665,6,Critico-outros creditos,educacao,1047,"<100
",1<=X<4,2,feminino div/dep/cas,nao,4,50,nenhum,proria,1,nao qualificado,1,0,0,1
666,24,Critico-outros creditos,outros,6314,"<100
",Desempregado,4,masculino solteiro,co requerente,2,27,banco,proria,2,altamente qualificado/empresario,1,1,0,1
667,30,todos pagos,moveis,3496,>=1000,1<=X<4,4,masculino solteiro,nao,2,34,loja,proria,1,qualificado,2,1,0,1
668,48,todos pagos,abrir negocio,3609,"<100
",1<=X<4,1,feminino div/dep/cas,nao,1,27,loja,proria,1,qualificado,1,0,0,1
669,12,Critico-outros creditos,veiculo novo,4843,"<100
",>=7,3,masculino solteiro,co requerente,4,43,nenhum,alugada,2,qualificado,1,1,0,0
670,30,Critico-outros creditos,reforma,3017,"<100
",>=7,4,masculino solteiro,nao,4,47,nenhum,proria,1,qualificado,1,0,0,1
671,24,Critico-outros creditos,abrir negocio,4139,100<=X<500,1<=X<4,3,masculino solteiro,nao,3,27,nenhum,proria,2,nao qualificado,1,1,0,1
672,36,existentes/pagos,abrir negocio,5742,100<=X<500,4<=X<7,2,masculino solteiro,nao,2,31,nenhum,proria,2,qualificado,1,1,0,1
673,60,existentes/pagos,veiculo novo,10366,"<100
",>=7,2,masculino solteiro,nao,4,42,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
674,6,Critico-outros creditos,veiculo novo,2080,500<=X<1000,1<=X<4,1,masculino cas/viu,nao,2,24,nenhum,proria,1,qualificado,1,0,0,1
675,21,Atrasos anteriores,abrir negocio,2580,500<=X<1000,<1,4,masculino solteiro,nao,2,41,banco,proria,1,nao qualificado,2,0,0,0
677,24,Critico-outros creditos,moveis,5150,"<100
",>=7,4,masculino solteiro,nao,4,33,nenhum,proria,1,qualificado,1,1,0,1
678,72,existentes/pagos,reforma,5595,100<=X<500,1<=X<4,2,masculino cas/viu,nao,2,24,nenhum,proria,1,qualificado,1,0,0,0
679,24,existentes/pagos,reforma,2384,"<100
",>=7,4,masculino solteiro,nao,4,64,banco,alugada,1,nao qualificado,1,0,0,1
680,18,existentes/pagos,reforma,1453,"<100
",<1,3,feminino div/dep/cas,nao,1,26,nenhum,proria,1,qualificado,1,0,0,1
681,6,existentes/pagos,educacao,1538,"<100
",<1,1,feminino div/dep/cas,nao,2,56,nenhum,proria,1,qualificado,1,0,0,1
682,12,existentes/pagos,reforma,2279,"Desconhecido
",1<=X<4,4,masculino solteiro,nao,4,37,nenhum,de graca,1,qualificado,1,1,0,1
683,15,Atrasos anteriores,reforma,1478,"<100
",1<=X<4,4,masculino cas/viu,nao,3,33,banco,proria,2,qualificado,1,0,0,1
684,24,Critico-outros creditos,reforma,5103,"<100
",<1,3,masculino cas/viu,nao,3,47,nenhum,de graca,3,qualificado,1,1,0,1
685,36,Atrasos anteriores,abrir negocio,9857,100<=X<500,4<=X<7,1,masculino solteiro,nao,3,31,nenhum,proria,2,nao qualificado,2,1,0,1
686,60,existentes/pagos,veiculo novo,6527,"Desconhecido
",1<=X<4,4,masculino solteiro,nao,4,34,nenhum,de graca,1,qualificado,2,1,0,1
687,10,Critico-outros creditos,reforma,1347,"Desconhecido
",4<=X<7,4,masculino solteiro,nao,2,27,nenhum,proria,2,qualificado,1,1,0,1
688,36,Atrasos anteriores,veiculo novo,2862,100<=X<500,>=7,4,masculino solteiro,nao,3,30,nenhum,de graca,1,qualificado,1,0,0,1
689,9,existentes/pagos,reforma,2753,100<=X<500,>=7,3,masculino solteiro,co requerente,4,35,nenhum,proria,1,qualificado,1,1,0,1
690,12,existentes/pagos,veiculo novo,3651,>=1000,1<=X<4,1,masculino solteiro,nao,3,31,nenhum,proria,1,qualificado,2,0,0,1
691,15,Critico-outros creditos,moveis,975,"<100
",1<=X<4,2,maculino div/dep,nao,3,25,nenhum,proria,2,qualificado,1,0,0,1
692,15,existentes/pagos,reforma casa,2631,100<=X<500,1<=X<4,3,feminino div/dep/cas,nao,2,25,nenhum,proria,1,nao qualificado,1,0,0,1
693,24,existentes/pagos,reforma,2896,100<=X<500,<1,2,masculino solteiro,nao,1,29,nenhum,proria,1,qualificado,1,0,0,1
694,6,Critico-outros creditos,veiculo novo,4716,"Desconhecido
",<1,1,masculino solteiro,nao,3,44,nenhum,proria,2,nao qualificado,2,0,0,1
695,24,existentes/pagos,reforma,2284,"<100
",4<=X<7,4,masculino solteiro,nao,2,28,nenhum,proria,1,qualificado,1,1,0,1
696,6,existentes/pagos,veiculo usado,1236,500<=X<1000,1<=X<4,2,masculino solteiro,nao,4,50,nenhum,alugada,1,qualificado,1,0,0,1
697,12,existentes/pagos,reforma,1103,"<100
",4<=X<7,4,masculino solteiro,sim,3,29,nenhum,proria,2,qualificado,1,0,1,1
698,12,Critico-outros creditos,veiculo novo,926,"<100
",Desempregado,1,feminino div/dep/cas,nao,2,38,nenhum,proria,1,desempregado,1,0,0,1
699,18,Critico-outros creditos,reforma,1800,"<100
",1<=X<4,4,masculino solteiro,nao,2,24,nenhum,proria,2,qualificado,1,0,0,1
700,15,existentes/pagos,educacao,1905,"<100
",>=7,4,masculino solteiro,nao,4,40,nenhum,alugada,1,altamente qualificado/empresario,1,1,0,1
676,30,NULL,reforma,4530,"<100
",4<=X<7,4,feminino div/dep/cas,nao,4,26,nenhum,alugada,1,altamente qualificado/empresario,1,1,0,1
701,12,existentes/pagos,moveis,1123,500<=X<1000,1<=X<4,4,feminino div/dep/cas,nao,4,29,nenhum,alugada,1,nao qualificado,1,0,0,0
702,48,Critico-outros creditos,veiculo usado,6331,"<100
",>=7,4,masculino solteiro,nao,4,46,nenhum,de graca,2,qualificado,1,1,0,0
703,24,existentes/pagos,reforma,1377,100<=X<500,>=7,4,feminino div/dep/cas,nao,2,47,nenhum,de graca,1,qualificado,1,1,0,1
704,30,Atrasos anteriores,abrir negocio,2503,100<=X<500,>=7,4,masculino solteiro,nao,2,41,loja,proria,2,qualificado,1,0,0,1
705,27,existentes/pagos,abrir negocio,2528,"<100
",<1,4,feminino div/dep/cas,nao,1,32,nenhum,proria,1,qualificado,2,1,0,1
706,15,existentes/pagos,veiculo novo,5324,500<=X<1000,>=7,1,feminino div/dep/cas,nao,4,35,nenhum,de graca,1,qualificado,1,0,0,1
707,48,existentes/pagos,veiculo novo,6560,100<=X<500,4<=X<7,3,masculino solteiro,nao,2,24,nenhum,proria,1,qualificado,1,0,0,0
708,12,sem creditos/todos pagos,moveis,2969,"<100
",<1,4,feminino div/dep/cas,nao,3,25,nenhum,alugada,2,qualificado,1,0,0,0
709,9,existentes/pagos,reforma,1206,"<100
",>=7,4,feminino div/dep/cas,nao,4,25,nenhum,proria,1,qualificado,1,0,0,1
710,9,existentes/pagos,reforma,2118,"<100
",1<=X<4,2,masculino solteiro,nao,2,37,nenhum,proria,1,nao qualificado,2,0,0,1
711,18,Critico-outros creditos,reforma,629,500<=X<1000,>=7,4,masculino solteiro,nao,3,32,banco,proria,2,altamente qualificado/empresario,1,1,0,1
712,6,todos pagos,educacao,1198,"<100
",>=7,4,feminino div/dep/cas,nao,4,35,nenhum,de graca,1,qualificado,1,0,0,0
713,21,existentes/pagos,veiculo usado,2476,"Desconhecido
",>=7,4,masculino solteiro,nao,4,46,nenhum,proria,1,altamente qualificado/empresario,1,1,0,1
714,9,Critico-outros creditos,reforma,1138,"<100
",1<=X<4,4,masculino solteiro,nao,4,25,nenhum,proria,2,nao qualificado,1,0,0,1
715,60,existentes/pagos,veiculo novo,14027,"<100
",4<=X<7,4,masculino solteiro,nao,2,27,nenhum,proria,1,altamente qualificado/empresario,1,1,0,0
716,30,Critico-outros creditos,veiculo usado,7596,"Desconhecido
",>=7,1,masculino solteiro,nao,4,63,nenhum,proria,2,qualificado,1,0,0,1
717,30,Critico-outros creditos,reforma,3077,"Desconhecido
",>=7,3,masculino solteiro,nao,2,40,nenhum,proria,2,qualificado,2,1,0,1
718,18,existentes/pagos,reforma,1505,"<100
",1<=X<4,4,masculino solteiro,nao,2,32,nenhum,de graca,1,altamente qualificado/empresario,1,1,0,1
719,24,Critico-outros creditos,reforma,3148,"Desconhecido
",1<=X<4,3,masculino solteiro,nao,2,31,nenhum,proria,2,qualificado,1,1,0,1
720,20,sem creditos/todos pagos,veiculo usado,6148,100<=X<500,>=7,3,masculino cas/viu,nao,4,31,banco,proria,2,qualificado,1,1,0,1
721,9,sem creditos/todos pagos,reforma,1337,"<100
",<1,4,masculino solteiro,nao,2,34,nenhum,proria,2,altamente qualificado/empresario,1,1,0,0
722,6,todos pagos,educacao,433,>=1000,<1,4,feminino div/dep/cas,nao,2,24,banco,alugada,1,qualificado,2,0,0,0
723,12,existentes/pagos,veiculo novo,1228,"<100
",1<=X<4,4,feminino div/dep/cas,nao,2,24,nenhum,proria,1,nao qualificado,1,0,0,0
724,9,existentes/pagos,reforma,790,500<=X<1000,1<=X<4,4,feminino div/dep/cas,nao,3,66,nenhum,proria,1,nao qualificado,1,0,0,1
725,27,existentes/pagos,veiculo novo,2570,"<100
",1<=X<4,3,feminino div/dep/cas,nao,3,21,nenhum,alugada,1,qualificado,1,0,0,0
726,6,Critico-outros creditos,veiculo novo,250,>=1000,1<=X<4,2,feminino div/dep/cas,nao,2,41,banco,proria,2,nao qualificado,1,0,0,1
727,15,Critico-outros creditos,reforma,1316,500<=X<1000,1<=X<4,2,masculino cas/viu,nao,2,47,nenhum,proria,2,nao qualificado,1,0,0,1
728,18,existentes/pagos,reforma,1882,"<100
",1<=X<4,4,feminino div/dep/cas,nao,4,25,banco,alugada,2,qualificado,1,0,0,0
729,48,todos pagos,abrir negocio,6416,"<100
",>=7,4,feminino div/dep/cas,nao,3,59,nenhum,alugada,1,qualificado,1,0,0,0
730,24,Critico-outros creditos,abrir negocio,1275,>=1000,1<=X<4,2,maculino div/dep,nao,4,36,nenhum,proria,2,qualificado,1,1,0,1
731,24,Atrasos anteriores,reforma,6403,"<100
",<1,1,masculino solteiro,nao,2,33,nenhum,proria,1,qualificado,1,0,0,1
732,24,existentes/pagos,reforma,1987,"<100
",1<=X<4,2,masculino solteiro,nao,4,21,nenhum,alugada,1,nao qualificado,2,0,0,0
733,8,existentes/pagos,reforma,760,"<100
",4<=X<7,4,feminino div/dep/cas,sim,2,44,nenhum,proria,1,nao qualificado,1,0,0,1
734,24,existentes/pagos,veiculo usado,2603,>=1000,1<=X<4,2,feminino div/dep/cas,nao,4,28,nenhum,alugada,1,qualificado,1,1,0,1
735,4,Critico-outros creditos,veiculo novo,3380,"<100
",4<=X<7,1,feminino div/dep/cas,nao,1,37,nenhum,proria,1,qualificado,2,0,0,1
736,36,todos pagos,quitar divida,3990,"Desconhecido
",<1,3,feminino div/dep/cas,nao,2,29,banco,proria,1,desempregado,1,0,0,1
737,24,existentes/pagos,veiculo usado,11560,"<100
",1<=X<4,1,feminino div/dep/cas,nao,4,23,nenhum,alugada,2,altamente qualificado/empresario,1,0,0,0
738,18,existentes/pagos,veiculo novo,4380,100<=X<500,1<=X<4,3,masculino solteiro,nao,4,35,nenhum,proria,1,nao qualificado,2,1,0,1
739,6,Critico-outros creditos,veiculo novo,6761,"<100
",4<=X<7,1,masculino solteiro,nao,3,45,nenhum,proria,2,altamente qualificado/empresario,2,1,0,1
740,30,sem creditos/todos pagos,abrir negocio,4280,100<=X<500,1<=X<4,4,feminino div/dep/cas,nao,4,26,nenhum,alugada,2,nao qualificado,1,0,0,0
741,24,todos pagos,veiculo novo,2325,100<=X<500,4<=X<7,2,masculino solteiro,nao,3,32,banco,proria,1,qualificado,1,0,0,1
742,10,todos pagos,reforma,1048,"<100
",1<=X<4,4,masculino solteiro,nao,4,23,loja,proria,1,nao qualificado,1,0,0,1
743,21,existentes/pagos,reforma,3160,"Desconhecido
",>=7,4,masculino solteiro,nao,3,41,nenhum,proria,1,qualificado,1,1,0,1
744,24,todos pagos,moveis,2483,500<=X<1000,1<=X<4,4,masculino solteiro,nao,4,22,loja,proria,1,qualificado,1,1,0,1
746,13,Critico-outros creditos,abrir negocio,1797,"<100
",<1,3,masculino solteiro,nao,1,28,banco,proria,2,nao qualificado,1,0,0,1
747,15,existentes/pagos,veiculo novo,2511,"<100
",Desempregado,1,feminino div/dep/cas,nao,4,23,nenhum,alugada,1,qualificado,1,0,0,1
748,12,existentes/pagos,veiculo novo,1274,"<100
",<1,3,feminino div/dep/cas,nao,1,37,nenhum,proria,1,nao qualificado,1,0,0,0
749,21,existentes/pagos,veiculo usado,5248,"Desconhecido
",1<=X<4,1,masculino solteiro,nao,3,26,nenhum,proria,1,qualificado,1,0,0,1
751,6,existentes/pagos,moveis,428,"<100
",>=7,2,feminino div/dep/cas,nao,1,49,banco,proria,1,qualificado,1,1,0,1
752,18,existentes/pagos,veiculo novo,976,"<100
",<1,1,feminino div/dep/cas,nao,2,23,nenhum,proria,1,nao qualificado,1,0,0,0
